,T_prop_T2 (UTC),final_RAAN_T2,inc_degrees,angle_between_vernal_and_pm,long_ECI,del_RAAN
529,2023-03-23 00:30:00,179.0698024822334,9.983000000000002,192.5097058018195,234.35815624889642,-55.28835376666302
530,2023-03-23 00:40:00,179.01922765524978,9.983000000000002,195.01655032318348,231.85131172753248,-52.8320840722827
531,2023-03-23 00:50:00,178.96865282826616,9.983000000000002,197.52339484502028,229.34446720569568,-50.37581437742952
532,2023-03-23 01:00:00,178.91807800128277,9.983000000000002,200.0302393673254,226.83762268339055,-47.919544682107784
533,2023-03-23 01:10:00,178.86750317429915,9.983000000000002,202.53708389010558,224.33077816061038,-45.463274986311234
534,2023-03-23 01:20:00,178.81692834731552,9.983000000000002,205.04392841336116,221.8239336373548,-43.007005290039274
535,2023-03-23 01:30:00,178.76635352033213,9.983000000000002,207.55077293709567,219.31708911362028,-40.55073559328815
536,2023-03-23 01:40:00,178.7157786933485,9.983000000000002,210.0576174613062,216.81024458940976,-38.09446589606125
537,2023-03-23 01:50:00,178.6652038663649,9.983000000000002,212.5644619860011,214.30340006471485,-35.63819619834996
538,2023-03-23 02:00:00,178.6146290393815,9.983000000000002,215.0713065111741,211.79655553954186,-33.18192650016036
539,2023-03-23 02:10:00,178.56405421239788,9.983000000000002,217.57815103683527,209.2897110138807,-30.725656801482813
540,2023-03-23 02:20:00,178.51347938541426,9.983000000000002,220.08499556298318,206.78286648773278,-28.269387102318518
541,2023-03-23 02:30:00,178.46290455843086,9.983000000000002,222.59184008961972,204.27602196109623,-25.81311740266537
542,2023-03-23 02:40:00,178.41232973144724,9.983000000000002,225.0986846167468,201.76917743396916,-23.356847702521918
543,2023-03-23 02:50:00,178.36175490446362,9.983000000000002,227.60552914436613,199.26233290634983,-20.900578001886203
544,2023-03-23 03:00:00,178.31118007748,9.983000000000002,230.11237367247963,196.75548837823632,-18.44430830075632
545,2023-03-23 03:10:00,178.2606052504966,9.983000000000002,232.6192182010875,194.24864384962845,-15.98803859913184
546,2023-03-23 03:20:00,178.210030423513,9.983000000000002,235.12606273019642,191.74179932051953,-13.531768897006543
547,2023-03-23 03:30:00,178.15945559652937,9.983000000000002,237.63290725980164,189.23495479091432,-11.075499194384946
548,2023-03-23 03:40:00,178.10888076954598,9.983000000000002,240.13975178991157,186.72811026080439,-8.619229491258409
549,2023-03-23 03:50:00,178.05830594256236,9.983000000000002,242.6465963205214,184.22126573019455,-6.1629597876321895
550,2023-03-23 04:00:00,178.00773111557874,9.983000000000002,245.15344085163946,181.7144211990765,-3.7066900834977616
551,2023-03-23 04:10:00,177.95715628859534,9.983000000000002,247.660285383261,179.20757666745496,-1.2504203788596158
552,2023-03-23 04:20:00,177.90658146161172,9.983000000000002,250.16712991539424,176.70073213532172,1.2058493262900072
553,2023-03-23 04:30:00,177.8560066346281,9.983000000000002,252.6739744480345,174.19388760268146,3.662119031946645
554,2023-03-23 04:40:00,177.8054318076447,9.983000000000002,255.1808189811883,171.68704306952765,6.118388738117062
555,2023-03-23 04:50:00,177.7548569806611,9.983000000000002,257.68766351485584,169.18019853586011,8.574658444800974
556,2023-03-23 05:00:00,177.70428215367747,9.983000000000002,260.1945080490388,166.67335400167715,11.030928152000314
557,2023-03-23 05:10:00,177.65370732669408,9.983000000000002,262.70135258373887,164.1665094669771,13.487197859716986
558,2023-03-23 05:20:00,177.60313249971045,9.983000000000002,265.2081971189578,161.65966493175816,15.943467567952297
559,2023-03-23 05:30:00,177.55255767272683,9.983000000000002,267.7150416546955,159.15282039602047,18.39973727670636
